prefixes;name;memberId
10.15511;Medikal Akademi Yayincilik ve Produksiyon Tic. Ltd. Sti.;6177
10.15550, 10.17071;Scireps Corporation;6178
10.15553;Society of Conservatoire at Jardin Botaniques de la Ville de Geneve;6179
10.15505;Integrated Interactive Information International, LLC;6180
10.15562;DiscoverSys, Inc.;6181
10.15540;International Society for Neurofeedback Research (ISNR);6183
10.15563;Society of Allied Health Services;6184
10.15514;Institute for System Programming of the Russian Academy of Sciences;6185
10.15559;VTeX;6186
10.15566;Christian Journal for Global Health;6187
10.15561;Sergii Iermakov;6188
10.15286;The Polynesian Society;6189
10.15564;Research Institute of Education Science, Jeju National University;6190
10.15571;Korean Society for Music Theory;6191
10.15565;Society of Chung-Ang Language and Literature;6193
10.15404;Medical Student Research Journal;6194
10.15547;Trakia University;6196
10.15556;i-das;6198
10.15259;Polish Chitin Society;6199
10.15570;Association of Slovenian Dermatovenerologists;6200
10.15568;Real Academia de Medicina y Cirugia de Andalucia Oriental;6201
10.15583;The Society for Chromatographic Sciences;6203
10.15582;Indian Journal of Peritoneal Dialysis;6204
10.15575;Sunan Gunung Djati State Islamic University of Bandung;6205
10.3221;Gruppo Italiano Frattura;6206
10.15574;Group of Companies Med Expert, LLC;6210
10.15551;Alexandru Ioan Cuza University;6211
10.15555;Intercom - Sociedade Brasileira de Estudos Interdisciplinares da Comunicacao;6212
10.15592;Fundacion Universidad de Oviedo;6213
10.15579;Science Gate Publishing PC;6214
10.15558;Fundacion para el Analisis Estrategio y Desarrollo de la Pequena y Mediana Empresa (FAEDPYME);6215
10.15590;Asian Business Consortium;6216
10.15591;Medicinos Mintis;6217
10.15587;Private Company Technology Center;6218
10.15588;Zaporizhzhia National Technical University;6219
10.15589;Admiral Makarov National University of Shipbuilding;6220
10.15594, 10.3310;National Institute for Health and Care Research;6221
10.15595;Global Journal of Enterprise Information System;6222
10.15585;Centers for Disease Control MMWR Office;6224
10.15581;Universidad de Navarra;6226
10.15597;The Korean Society of Art Theories;6227
10.15586;Codon Publications;6228
10.15593;PNRPU Publishing House;6229
10.15578;Agency for Marine and Fisheries Research and Development;6230
10.15554;Precast/Prestressed Concrete Institute;6231
10.15442;Wyzsza Szkola Spoleczno-Przyrodnicza im Wincentego Pola W Lublinie (Vincent Pol University);6233
10.15599;Instituto Metodista de Servicos Educacionais;6235
10.15600;Instituto Educacional Piracicabano da Igreja Metodista;6236
10.15601;Instituto Metodista Izabela Hendrix;6237
10.15602;Instituto Porto Alegre da Igreja Metodista;6238
10.15603;Instituto Metodista de Ensino Superior;6239
10.15613;Vellalar College for Women;6240
10.15615;International Society of University Colon and Rectal Surgeons;6241
10.15612;University and Research Librarians' Association;6243
10.15605;Journal of the ASEAN Federation of Endocrine Societies (JAFES);6244
10.15567;Croatian Dairy Union;6245
10.15437;Journal of Exercise Therapy and Rehabilitation;6246
10.15616;The Korean Society for Biomedical Laboratory Sciences;6248
10.15617;The Korean Association of Political Science and Communication;6249
10.15557;Medical Communications Sp. z.o.o.;6250
10.15517;Universidad de Costa Rica;6251
10.15604;Eurasian Publications;6252
10.15621;International Journal of Physiotherapy;6253
10.15584;University of Rzeszow;6254
10.15389;Sel'skokhozyaistvennaya Biologiya Editorial Office (SBEO), NPO;6256
10.15628;Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte (IFRN);6259
10.15363;ThinkLab;6260
10.15627;SolarLits;6261
10.15639;Teflin Journal;6262
10.15618;Research Group on Disalination and Industrial Outfall;6263
10.15622;SPIIRAS;6268
10.15636;The Journal of Dental Panacea;6270
10.15611;Wroclaw University of Economics and Business;6272
10.15606;Fidelio Publishing;6274
10.15624;Society of Academy of Dermatology;6275
10.58331, 10.15641;University of Cape Town;6276
10.15631;University of Bohol;6277
10.15580;Greener Journals;6278
10.15619;Physiotherapy New Zealand;6279
10.15642;State Islamic University (UIN) of Sunan Ampel;6282
10.15643;Sotsial'no-Gumanitarnoe Znanie Publishing House;6283
10.15649;Universidad de Santander - UDES;6285
10.15651;Societa Editrice Esculapio;6286
10.15652;International Network for Korean Language and Culture;6287
10.15656;The Korean Academy of Clinical Geriatrics;6291
10.15655;Media Watch;6292
10.15640;American Research Institute for Policy Development;6329
10.15644;University of Zagreb School of Dental Medicine;6330
10.15683;The Korean Society of Disaster Information;6331
10.15664;University of St. Andrews Library;6332
10.15661;Verlag Holzhausen GmbH;6334
10.15577;Sedam Sunchang Foundation;6335
10.15623;eSAT Publishing House;6336
10.52794, 10.15672, 10.32600, 10.15671, 10.32957, 10.17065, 10.20427, 10.21020, 10.37599, 10.31125, 10.17644;Hacettepe University;6337
10.15609;GENES;6338
10.15673, 10.21691;Odesa National University of Technology;6339
10.11560, 10.15630;Japan Society of Health Psychology;6340
10.15670, 10.36523;Han-Character and Classical Written Language Education;6341
10.15658;Universidad Cesmag;6342
10.15685;Sookmyung Institute of Multicultural Studies;6343
10.15674;Orthopaedica, Traumatology, and Prosthetics;6344
10.14709;SECEMU;6345
10.15546;Technical University of Kosice, Faculty of Electrical Engineering and Informatics;6346
10.15663;University of Waikato;6347
10.15632;Polish Society of Theoretical and Applied Mechanics;6348
10.15681;Korean Society on Water Environment;6349
10.15634;Medical Review Co, Ltd.;6350
10.15610;Chumakov Institute of Poliomyelitis and Viral Encephalitides;6353
10.15629;Associated Students of the University of Nevada's Nevada State Undergraduate Research Journal;6354
10.15645;University of Almeria Ed de Universidades Lectoras;6355
10.15684;FORMATH Research Group;6356
10.15638;School of Culture and Communication, The University of Melbourne;6357
10.15569;The Open Atmospheric Society;6359
10.15668;Revista Artemis;6360
10.15666;ALOKI Ltd;6361
10.15659;Makale Sistemi/Geomes;6362
10.15576;The University of Agriculture in Krakow;6363
10.15669;The Atomic Energy Society of Japan;6364
10.15686;Feminism and Korean Literature;6365
10.15714;Scandinavian Psychologist;6367
10.15688;Volgograd State University;6368
10.15717;Korean Society of Biology Education;6369
10.15701;Korea Computer Graphics Society;6370
10.15741;Universidad Autonoma de Nayarit - Revista Bio Ciencias;6371
10.15709;Korea Institute for Health and Social Affairs;6372
10.15708;Korean Society for Curriculum Studies;6373
10.15736;Institute of Humanities;6374
10.15725;Institute of Philosophy;6375
10.15692;Korean Journal of Financial Law;6376
10.15718;The Discourse and Cognitive Linguistics Society of Korea;6377
10.15665;Universidad Autonoma del Caribe;6378
10.15705;The Korean Poetics Studies Society;6379
10.15625;Publishing House for Science and Technology, Vietnam Academy of Science and Technology (Publications);6380
10.15750;Institute for Philosophy;6381
10.15751;Contemporary Film Research Institute;6382
10.15738;Korean Association for the Study of English Language and Lingusitics (KASELL);6383
10.15695;Vanderbilt University Library;6384
10.15650;Hebrew Union College Press;6385
10.15679;Visio Mundi Science Limited;6386
10.15758;Korean Academy of Kinesiology;6387
10.15712;Association of East Asian Studies;6388
10.15733;Institute for Japanese Studies;6389
10.15710;Korean Association for Government Accounting;6390
10.15748;Japan Society for Simulation Technology;6391
10.15716;Korean Society for Drama;6392
10.15626;Linnaeus University;6393
10.15698;Shared Science Publishers OG;6394
10.15689;Instituto Brasileiro de Avaliacao Psicologica (IBAP);6395
10.15696;Journal of Nursing and Socioenvironmental Health;6396
10.15719;Global E-Business Association;6397
10.15726;The Society of Korean Dances Studies;6398
10.15694;Association for Medical Education in Europe (AMEE);6399
10.15790;Korean Society of Consumer Policy and Education;6400
10.15707;Korea Employment Agency for the Disabled/Employment Development Institute;6401
10.15732;Institute for English Cultural Studies;6402
10.15768;Revista Brasileira de Quiropraxia - Brazilian Journal of Chiropractic;6403
10.15703;Korean Counseling Association (NRFK);6404
10.15755;Foreign Studies Institute;6405
10.15677;Africa Leather and Leather Products Institute (ALLPI);6406
10.15657;Breakthrough Institute, Rockefeller Philanthropy Advisors;6407
10.15702;Korean Association of Multimedia-Assisted Learning;6408
10.15711;The Society of Korean Language and Literature;6409
10.15687;Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares;6410
10.15691;Universidad Adolfo Ibanez;6411
10.15675;A Fundacao para o Desenvolvimento de Bauru (FunDeB);6412
10.15753;Asian Journal of Education;6413
10.15754;The Korean Philosophy of Education Society;6414
10.15715;Korean Society on Communication in Healthcare;6415
10.15759;International Journal of Entrepreneurial Knowledge;6416
10.15700;Education Association of South Africa;6417
10.15713;Incessant Nature Science Publishers Pvt Ltd.;6418
10.15704;The Korean Society for History of Education;6419
10.15723;Korea Consumer Agency;6420
10.15450;Servicios Ecologicos y Cientificos SA de CV;6421
10.15802;Dnipropetrovsk National University of Railway Transport;6422
10.15727;The Russian Law Academy of the Ministry of Justice of the RF;6423
10.15734;The Association of Korean Education;6424
10.15789;SPb RAACI;6425
10.15746;Soonchunhyang Medical Research Institute;6426
10.15729;Instituto Nanocell;6427
10.15764;Scientific Online Publishing, Co. Ltd.;6428
10.15757;Center for Studies of Christian Thoughts and Culture;6429
10.15682;Korea Institute of Healthcare Architecture;6430
10.15767;Feminist Studies;6431
10.15756;Democratic Legal Studies Association;6432
10.15706;Korea Service Management Society;6433
10.15735;Korean Logistics Society;6434
10.15737;The Korean Society for School Science;6435
10.15699;Society of Biblical Literature/SBL Press;6436
10.15739;Journal Issues Limited;6437
10.15678;Uniwersytet Ekonomiczny w Krakowie - Krakow University of Economics;6439
10.15721;Korea Society for Hermeneutics;6440
10.15744;Annex Publishers, LLC;6441
10.15693;International Journal of Advanced Information Science and Technology;6442
10.18858, 10.15747;Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition;6443
10.15749;The Korean Association of Translation Studies;6444
10.15728;Fucape Business School;6445
10.15676;School of Electrical Engineering and Informatics (STEI) ITB;6446
10.15720;Korean Association for Japanese Culture;6447
10.15791;Japanese Association of Cardioangioscopy;6448
10.15742;Djokosoetono Research Center;6449
10.13056;Association for Child and Adolescent Mental Health (ACAMH);6450
10.15724;Korean Speech-Language and Hearing;6451
10.15722;Korea Distribution Science Association;6452
10.15743;Brazilian Journal of Internal Medicine;6453
10.15752;Institute for the Translation of Korean Classics;6454
10.15862;Publishing Company World of Science LLC;6455
10.15835;University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca;6456
10.15816;The Altaic Society of Korea;6457
10.15860;Korean Generative Grammar Circle;6458
10.15856;Association for Korea Public Administration History;6459
10.16877;The Korean Society for Dance Studies;6460
10.15827;Research Institute Centerprogamsystem, JSC;6461
10.15842;Korean Clinical Psychology Association;6462
10.15843;Korea Productivity Association;6463
10.15633;Pontifical University of John Paul II in Krakow;6464
10.15824;Acta Medica Anatolia;6465
10.15830;Korean Marketing Association;6466
10.15794;English Language and Literature Association of Korea;6467
10.15795;Yonsei Institute for North Korean Studies;6468
10.15826;Ural Federal University;6469
10.15850;International Journal of Integrated Health Sciences (IJIHS);6470
10.15820;Research Institute of Social Science;6471
10.15861;Korean Society of Special Education;6472
10.15806;World Journal of Traditional Chinese Medicine;6473
10.15863;International Academy of Theoretical and Applied Sciences;6474
10.15840;Society for Historical Studies of Ancient and Medieval China;6475
10.15851;Jurnal Anestesi Perioperatif (JAP);6476
10.15819;Korean Society for Art History;6477
10.15833;Korean Association for Educational Information and Media;6478
10.15536;Instituto Federal de Educacao, Ciencia e Tecnologia Sul-Rio-Grandense;6479
10.15762;Towarzystwo Naukowe W Toruniu;6480
10.15852;Online Journal of Analytic Combinatorics;6481
10.15812;Research Institute of Science Education, Pusan National University;6482
10.15811;The Society of Korean Linguistics;6483
10.15821;Law Research Institute, University of Seoul;6484
10.15869;Journal of the Human and Social Sciences Researchers;6485
10.15813;Knowledge Management Society of Korea;6486
10.15839;English and American Cultural Studies;6487
10.15855;Korean Association of Social Welfare Policy;6488
10.15807;The Operations Research Society of Japan;6489
10.15854;Educational Research Institute, College of Education, Ewha Womans University;6490
10.15740;Hind Agri Horticultural Society;6491
10.16880;The Study of the Eastern Classic;6492
10.15828;CNT Nanostroitelstvo;6493
10.15866;Praise Worthy Prize;6494
10.15831;Korean Society for the Study of Physical Education;6495
10.16878;Galatasaray Universitesi Iletisim;6496
10.15872;The Korean Workshop for the History of Culture;6497
10.15870;The Research Institute for Special Education and Rehabilitation Science;6498
10.15829;Silicea - Poligraf, LLC;6499
10.16876;Korean Language Research Circle;6500
10.15799;Institute of Korean Independence Movement Studies;6501
10.15814;Korean Academic Society for Public Relations;6502
10.15731;Classical Association of South Africa;6504
10.15667;Laboreal, FPCE, Universidade do Porto;6505
10.15796;The Korean Society for Feminist Studies in English Literature;6506
10.16879;The Korean Cartographic Association;6507
10.15858;Korea Association of Teachers of English;6508
10.15871;Revista Brasileira de Productos Agroindustriais;6509
10.15853;Kamchatka Research Institute of Fisheries and Oceanography;6510
10.15803;IJNC Editorial Committee;6511
10.15797;The Hallym Academy of Sciences;6512
10.15730;Symposium Books, Ltd.;6513
10.16874;The Korean Society of Study on Chinese Language and Culture;6514
10.15815;The Korean Society for Culture and Arts Education Studies;6515
10.15660;Asociatia Pentru Inginerie Integrata si Management Industrial;6516
10.15800;The Regional Association of Architectural Institute of Korea;6517
10.15825;V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs;6518
10.16875;The Society for Teaching English through Media;6519
10.16873;The Korean Literature Association;6520
10.15805;Turkiye Yesilay Cemiyeti;6521
10.15857;Korean Society of Exercise Physiology;6522
10.15798;Korea Association for International Commerce and Information;6523
10.15868;Foundation Center;6524
10.15841;Korea Society for Philosophy East-West;6525
10.15808;Libronet Bilgi Hizmetleri ve Yazilim San. Tic. Ltd., Sti.;6526
10.15844;Pediatric Neurology Briefs Publishers;6527
10.15837;Agora University of Oradea;6528
10.15801;The Korean Association of Ethics;6529
10.15809;Brazilian Journal of Irrigation and Drainage - IRRIGA;6530
10.15859;Yeol-song Society of Classical Studies;6531
10.15792;Journal of Chinese Language and Literature;6532
10.15818;Institute for Humanities and Social Sciences;6533
10.15810;The Korean Society for Investigative Cosmetology;6534
10.15448;EDIPUCRS;6535
10.15822;The Society for Korean Language and Literary Research;6536
10.15793;Korea Research Institute for Human Settlements;6537
10.15832;Ankara University Faculty of Agriculture;6538
10.15760;Portland State University Library;6539
10.15766;Association of American Medical Colleges;6540
10.16889;Isomer Design;6541
10.16935;Ewha Journal of Social Sciences;6544
10.16945;International Association for Humanistic Studies in Language;6545
10.16981;Korean Library and Information Science Society;6546
10.17111;Fragmenta Palaeontologica Hungarica;6547
10.16973;Journal of Governance Studies;6548
10.17152;Gazi Egitim Faukeltesi Dergisi;6549
10.17073;National University of Science and Technology MISiS;6550
10.17066;Turkish Psychological Counseling and Guidance Journal;6552
10.17076;Karelian Research Centre of the Russian Academy of Sciences;6553
10.17216;Journal of Limnology and Freshwater Fisheries Research;6554
10.16951;Journal of Economics and Administrative Sciences;6555
10.16990;The Journal of Social Sciences;6556
10.17054;The Medieval and Early Modern English Studies Association of Korea;6557
10.16965;I MED Research Publications;6558
10.17136;The Korean Society of Inherited Metabolic Disease;6559
10.17082;Queensland Museum;6560
10.16994;Modern Academic Publishing Partners;6561
10.16977;The Japanese Society of Cerebral Blood Flow and Metabolism;6562
10.17123;Anatolia: Turizm Arastirmalari Dergisi;6563
10.15765;Institucion Universitaria Politecnico Grancolombiano;6565
10.17002;The Joongwon Linguistic Society of Korea;6566
10.16927;Global Institute of Forensic Research, LLC;6567
10.17147;Alfons W. Gentner Verlag GmbH & Co. KG;6568
10.16970;Turkish Journal of Entomology;6569
10.17105;National Association of School Psychologists (NASP);6570
10.16882;Horticultural Studies (Hortis);6572
10.17097;Ataturk University Journal of the Agricultural Faculty;6573
10.16987;Ankara Universitesi SBF Dergisi;6575
10.17008;Institute of Legal Studies, Sungkyunkwan University;6576
10.17099;Forestist;6577
10.17138;Centro Internacional de Agricultura Tropical;6578
10.15845;University of Bergen Library;6579
10.17131;Milel ve Nihal;6580
10.16982;Koreanische Nietzsche Gesellschaft;6581
10.16930;Revista Catarinense da Ciencia Contabil;6582
10.17015;International Ataturk Alatoo University;6583
10.17139;Asociacion de Antropologia Biologica de Argentina;6585
10.16928;PIDCC- Revista em Propriedade Intelectual - Direito Contemporaneo e Constituicao;6586
10.17100;Nevsehir Bilim ve Teknoloji Dergisi;6587
10.16997;University of Westminster Press;6588
10.16885;Society of Korean Traditional Costume;6589
10.17094;Ataturk Universitesi Veteriner Bilimleri Dergisi;6590
10.15865;American Association of Chemistry Teachers;6591
10.7458, 10.15847;Instituto Universitario de Lisboa (ISCTE-IUL);6592
10.16899;Cagdas Tip Dergisi: Journal of Contemporary Medicine;6593
10.17014;Indonesian Journal on Geoscience;6594
10.17001;The Society for Kugyol Studies;6595
10.17144;Bio 2.0;6596
10.17070;The Association of East Asian Ancient Studies;6597
10.17075;Consello da Cultura Galega;6598
10.16957;Institute for the Study of History;6599
10.17004;The Society for the Research of Chinese Novels;6600
10.16993;Stockholm University Press;6601
10.17229;Open Medscience Limited;6602
10.17132;Yale University Library;6603
10.17160;JOSHA, GmbH;6604
10.16922;University of Wales Press/Gwasg Prifysgol Cymru;6605
10.17060;Asociacion INFAD;6606
10.16966;Sci Forschen, Inc.;6607
10.17149;Darswin Publishing House;6608
10.17141, 10.46546;Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO);6609
10.15849;Alzaytoonah University of Jordan;6610
10.17050;Kafkas University Faculty of Divinity Review;6612
10.17102;Royal University of Bhutan;6613
10.17096;Journal of Istanbul University Faculty of Dentistry;6614
10.17052;The Korean Society of Contemporary European Studies;6615
10.17083;Serious Games Society;6616
10.15867;Gleeson Library Geschke Center;6617
10.17148;Tejass Publishers;6618
10.17069;Korea Society of Lighting and Visual Environment;6619
10.16974;Tax Law Association;6620
10.16894;Journal of Western History;6621
10.16967;Fundacion Universitaria CEIPA;6622
10.17117;Consulting Company Ucom;6623
10.17077, 10.13008;The University of Iowa;6626
10.16954;Baris Arastirmalari;6627
10.17068;Korean Society for Local History and Culture;6628
10.17145;Betasciencepress Publishing;6629
10.12911, 10.12913, 10.12912;Wydawnictwo Naukowe Gabriel Borowski (WNGB);6630
10.16978;The Korean Society for Early Childhood Education and Care;6631
10.16937;Korea Culture and Tourism Institute;6632
10.17053;Korean Consumption Culture Association;6633
10.17164;Erdeszettudomanyi Kozlemenyek;6634
10.17109;Acta Zoologica Hungarica;6635
10.17049;Journal of Anatolia Nursing and Health Sciences;6636
10.17153;Eskisehir Osmangazi University Journal of Economics and Administrative Sciences;6637
10.17107;Kaleidoscope History;6638
10.17220;Kiperonline Academic;6639
10.16984;Sakarya University Journal of Science;6640
10.17125;Florida State University College of Medicine;6641
10.17078;Reykjavik University School of Law;6642
10.16923;Sociedade Brasileira de Bioquimica e Biologia Molecular - SBBq;6643
10.16936;Theology and Philosophy;6645
10.17006;Korean Society of Adapted Physical Activity and Exercise;6646
10.17218;Hitit Sosyal Bilimler Dergisi;6647
10.16991;The Journal of International Education Sciences;6648
10.16948;Medical Bulletin of Zeynep Kamil;6649
10.16980;Korea International Trade Research Institute;6650
10.17009;The Shakespeare Association of Korea;6651
10.17115;LinkSciencePlace;6652
10.17211;Turkish Geograpical Review;6653
10.17122;Ufa State Petroleum Technological University;6654
10.16944;Journal of Environment and Sociobiology;6655
10.17124;Istanbul Universitesi Siyasal Bilgiler Fakultesi Dergisi;6656
10.17108;Acta Agronomica Ovariensis;6657
10.17017;BdFISH;6658
10.15846;KYEESHA, Ltd.;6659
10.16976;Studies on History Education;6660
10.16920;Rajarambapu Institute of Technology;6661
10.17106;Japanese Society of Biorheology;6662
10.16952;The Research Institute of Nursing Science, Seoul National University (KAMJE);6663
10.16962;ELK Education Consultants, Pvt, LTD.;6664
10.17110;Studia Botanica Hungarica;6665
10.16929;Statistics and Probability African Society (SPAS);6666
10.17129;Botanical Sciences, Sociedad Botanica de Mexico, AC;6667
10.17128;ESRI Press (Environmental Systems Research Institute);6668
10.17165;Kepzes es Gyakorlat;6669
10.17127;CEGOT - Center of Studies on Geography and Spatial Planning;6670
10.17161;The University of Kansas;6672
10.15838;Vologda Research Center of the RAS;6673
10.17137;Korea Organic Resource Recycling Association;6674
10.17150;Baikal State University;6675
10.16953;Dokuz Eylil University Graduate School of Social Sciences;6676
10.17209;Korean Society for Social Theory;6677
10.17113;Faculty of Food Technology and Biotechnology - University of Zagreb;6678
10.16958;Dankook Center for Dispute Resolution;6679
10.16960;The Law Research Institute of Hongik University;6680
10.16933;Institute of Foreign Language Education;6681
10.16971;Vakiflar Dergisi;6682
10.17003;The Japanese Language and Literature Association of Korea;6683
10.17072;Perm State University (PSU);6684
10.17212;Novosibirsk State Technical University;6685
10.15362;The University of The Bahamas;6686
10.17081;Universidad Simon Bolivar;6687
10.17159;Academy of Science of South Africa;6689
10.16896;Korean Association of Animal Assisted Psychotherapy;6690
10.17010;Associated Management Consultants,  PVT., Ltd.;6691
10.17215;Korean Association of Medical Law;6692
10.16897;Korean Isabu Society;6693
10.17000;Korean Association of Social Policy;6694
10.17210;The HCI Society of Korea;6695
10.16998;Korean Association of Arbitration Studies;6696
10.17062;Health Sciences Library, Creighton University;6697
10.17206;Pacific Early Childhood Education Research Association;6698
10.17086;The Tourism Sciences Society of Korea;6699
10.17232;Korean Society for Educational Technology;6700
10.16941;Korean Society of Education through Art;6701
10.16915;Korean Physical Education Association for Women;6703
10.57022, 10.17061;The Sax Institute;6704
10.15848;Sociedade Brasileria de Teoria e Historia de Historiografia;6705
10.17143;ABED - Associacao Brasileira de Educacao a Distancia;6706
10.17140;Openventio Publishers;6707
10.16961;The Institute of Police Science;6708
10.15834;Canadian Institute of Mining, Metallurgy, and Petroleum;6709
10.16939;The Musicological Society of Korea;6710
10.16925;Universidad Cooperativa de Colombia- UCC;6711
10.17018;Croatian Conservation Institute;6712
10.16964;Eye Reports;6714
10.16938;The Korea Academic Society of Trade Exhibition Studies;6715
10.16996;Open Communications Press;6716
10.16884;Korean Society for Rehabilitation of Persons with Disabilities;6717
10.16943;Indian National Science Academy;6718
10.17233;Sosyoekonomi;6720
10.17058;APESC - Associacao Pro-Ensino em Santa Cruz do Sul;6721
10.17067;Asia Minor Studies;6722
10.17154;Applied Linguistics Association of Korea;6723
10.21492, 10.33715, 10.54282, 10.22252, 10.47107, 10.29129, 10.17679, 10.54688, 10.16950;Inonu University;6724
10.17079;Korean Gerontological Nursing Society;6725
10.17093;Alphanumeric Journal;6726
10.17012;Marketing Aumentado;6727
10.16901;Association of Western Art History;6728
10.17011;Jyvaskyla University Library;6729
10.17126;Facultad de Odontologia, Universidad de Concepcion;6730
10.17112;Folia Entomologica Hungarica;6731
10.17134, 10.56850, 10.54078;Turkish National Defense University;6732
10.16893;International Association for Buddhist Thought and Culture;6733
10.15763;University of Oklahoma Libraries;6735
10.17155;Journal of Sports and Performance Researches;6736
10.16972;The Korean Society of Business Venturing;6737
10.17162;Universidad Peruana Union;6738
10.17163;Salesian Polytechnic University of Ecuador;6739
10.16916;Ana Dili Egitimi Dergisi ADED;6740
10.17059;Institute of Economics of the Ural Branch of the RAS;6741
10.17056;The Donam Language and Literature;6742
10.17116;Media Sphere Publishing Group;6743
10.16883;Istanbul University Faculty of Pharmacy;6744
10.17121;Route Educational and Social Science Journal;6745
10.17013;AISTI;6746
10.16956;Korean Association of Thyroid and Endocrine Surgeons;6747
10.16946;Korean Society for Schizophrenia Research;6748
10.17207;Association of East Asian Social Thoughts;6749
10.16890;Tribunal Permanente de Revisao do MERCOSUL;6750
10.17016;Board of Governors of the Federal Reserve System;6751
10.16895;The Korean Association of Catholic Philosophers;6752
10.16918;Balkan Libraries Union;6753
10.17135;The Korean Society of Dental Hygiene Science;6754
10.17064;Istanbul Universitesi Iletisim Fakultesi Dergisi;6755
10.16886;Agricultural University of Iceland;6756
10.17055;The Society of Korean Practical Arts Education;6757
10.17084;"Federal State-Financed Educational Institution of Higher Learning &quot;Komsomolsk-na-Amure State University&quot;";6758
10.17217;Kamchatka State Technical University;6759
10.17208;Korea Planners Association;6760
10.17080;Tropical Journal of Fisheries and Aquatic Sciences;6761
10.17158;University of the Immaculate Conception;6762
10.17119;The Japanese Society of Ryodoraku Medicine;6763
10.16900;Society of Onji Studies;6764
10.16912;Korean Historical Society;6765
10.16992;The Journal of Academic Social Sciences;6766
10.16999;Korean Association for Social Welfare Studies;6767
10.24869, 10.15836;Medicinska Naklada d.o.o.;6768
10.16975;The Korean Academy of Family Social Work;6769
10.16891;Revista Interfaces: Saude, Humanas e Technologia;6770
10.16959;Institute for East Asian Cultures;6771
10.16969;Turkish Bulletin of Entomology;6772
10.17007;Korean Lawyers Association;6773
10.16881;Institute of Social Sciences, Chungnam National University;6774
10.16931;Annals of Surgical Hepatology;6775
10.16934;International Studies Review;6776
10.17095;Korea Reading Association;6777
10.17087;Bombay Natural History Society;6778
10.17005;Korean Association of Labor Studies;6779
10.15804;Wydawnictwo Adam Marszalek;6780
10.16940;Yonsei Music Research Institute;6781
10.17133;Journal of Turkology Research;6782
10.16983;The Korean School Psychology Association;6783
10.16979;The Japanese Modern Association of Korea;6784
10.17098;Ankara Medical Journal;6785
10.17063;Brazilian Journal of Forensic Sciences, Medical Law and Bioethics;6786
10.17214;Acta Odontologica Turcica;6787
10.15366;Servicio de Publicaciones de la Universidad Autonoma de Madrid;6788
10.16968;Korean Geomorphological Association;6789
10.16919;Bozok Tip Dergisi;6790
10.16986;Hacettepe University Journal of Education;6791
10.17151;Universidad de Caldas;6792
10.17118;Universite de Sherbrooke;6793
10.16913;Global Senior Health Promotion Institute;6794
10.16892;Library and Information Centre, Hungarian Academy of Sciences;6795
10.16988;Journal of the Faculty of Veterinary Medicine Istanbul University;6796
10.17213;South Russian State Polytechnic University (NPI);6797
10.16932;Japan Link Center;6798
10.15537, 10.17712;Saudi Medical Journal;6799
10.16898;Korean Association of Criminal Case Studies;6800
10.17103;Asociacion Espanola de Profesores de Derecho Internacional y Relaciones Internacional;6801
10.17101;Bertalanffy Center for the Study of Systems Science;6802
10.16955;Plant Protection Bulletin;6803
10.17156;Korea Evangelical Theologial Society;6804
10.16921;CIESPAL;6805
10.17057;Korean Association for History of Modern Art;6806
10.16942;The Soong Sil Association for Historical Studies;6807
10.16947;FSM Scholarly Journal of Humanities and Social Sciences;6808
10.16914;Korean Association for Advertising and Public Relations;6809
10.16949;Turkish Journal of Computer and Mathematics Education;6810
10.16887;FIEP Bulletin Online;6811
10.15864;Society for Makers, Artist, Researchers and Technologists;6812
10.16888;Centro Interdisciplinario de Investigaciones en Psicologia Matematic;6813
10.16963;Library of Medicine, LLC;6815
10.17090;Society of Korean Classical Woman Literature;6816
10.15761;Open Access Text Pvt, Ltd.;6817
10.17088;The Korea Society of Yang-Ming Studies;6818
10.17089;The Korean Association for Governance;6819
10.17091;Korean Society for World Music;6820
10.17092;The Korea Academy of International Business Education;6822
10.17299;The Society of Eastern Philosophy;6826
10.17275;Participatory Educational Research (Per);6827
10.17244;Egitimde Kuram ve Uygulama;6828
10.17315;Korean Health Psychological Association;6829
10.17327;Institute of Public Policy and Administration;6831
10.17228;Avotaynu, Inc.;6832
10.17288;Chungwoon University Broadcasting and Arts Research Institute;6833
10.17263;Journal of Language and Linguistic Studies;6834
10.17259;The Classic and English Renaissance Literature Association of Korea;6835
10.17333;Korean Society for Simulation in Nursing;6836
10.17256;Hanyang Economic Research Institute;6837
10.17292;The Korean Association for Mongolian Studies;6838
10.17285;CSRI Elektropribor;6839
10.17295;Dogu Cografya Dergisi;6840
10.17317;The Korea Society for Educational Law;6841
10.17280;Korea Digital Design Council;6842
10.17316;Korean Association of Feminist Philosophers;6843
10.17245;The Korean Dental Society of Anesthesiology;6845
10.17268;Universidad Nacional de Trujillo;6846
10.17330;Korea Environment Institute;6847
10.17310;National Tax Association;6848
10.17243;Magyar Aprovad Kozlemenyek;6849
10.17331;Institute for Far Eastern Studies, Kyungnam University;6851
10.17248;Law Research Institute of KNU;6852
